X,Y,OBJECTID,Project_ID,Project_Name,Project_Street_Number,Project_Street_Name,Project_Street_Suffix,Project_Zip_Code,Neighborhood,Project_Record_Type,Project_Status,Filed_Date,BPDA_Board_Approval,First_Building_Permit,COO_Permit_Date,Last_Project_Update_Date,Gross_Square_Footage,Description,Website_URL,Lat,Lon,Gross_Floor_Area,RnD_sqft,Shape
776905.738112807,2949784.24045272,22950,4501,118 B Street Residential Project,118,B,Street,2127,South Boston,Small Project,Under Review,,,,,2023/06/30 00:00:00+00,44525,New five-story building containing 37 residential apartment units with ground-floor garage parking for 26 motor vehicles and resident and visitor bicycle parking/storage.,https://www.bostonplans.org/projects/development-projects/118-b-street-residential-project,42.3415,-71.0534,,,
755661.099499807,2929748.7949594,22951,4502,55-57 Belgrade Ave,55-57,Belgrade,Avenue,,Roslindale,Small Project,Prefile (Default),,,,,,19000,,,42.2868,-71.1323,,,
764149.440462723,2943051.9809514,22952,4503,Mildred Hailey Development Building 4,270,Centre,Street,2130,Jamaica Plain,Large Project,Prefile (Default),,,,,,250875,"Building 4 of the Mildred Hailey Development is proposed to be six-stories located south of Building 3 and bordered by Bickford Street extension to the north, Lamartine Street extension to the east, a new open space to the west, and Centre Street to the south. The building is proposed to include approximately 225 residential units and associated residential amenities including a first-floor lobby, lounge and fitness area, as well as approximately 4,500 sf of non-residential space that could be retail space or another use that will activate the streetscape along Centre Street. The building will include approximately 95 garage parking spaces accessed from Lamartine Street.",https://www.bostonplans.org/Projects/Development-Projects/Mildred-Hailey-Development-Building-4,42.3232,-71.1007,215500,,
764149.440462723,2943051.9809514,22953,4504,Mildred Hailey Development Building 5A and 5B,270,Centre,Street,2130,Jamaica Plain,Large Project,Prefile (Default),,,,,,120500,"Building 5A is proposed to be a six-story building located in the southwest portion of the Project Site. The building is proposed to include approximately 53 residential units and associated residential amenities including a first-floor lobby. Building 5B is proposed to be a A six-story building located in the southwest portion of the Project Site, immediately south of Building 5A and at the intersection of Centre Street and Bickford Street. The building is proposed to include approximately 53 residential units and associated residential amenities including a first-floor lobby.",https://www.bostonplans.org/Projects/Development-Projects/Mildred-Hailey-Development-Building-5A-and-5B,42.3232,-71.1007,120500,,
768837.968159139,2946536.45396931,22954,4505,726 Shawmut Avenue,726,Shawmut,Avenue,2119,Roxbury,Small Project,Prefile (Default),,,,,,48862,,,42.3327,-71.0833,48862,,
778955.39214997,2940575.06070839,22955,4508,150-160 Morrissey Boulevard (BC High Cadigan Wellness Complex),150-160,Morrissey,Blvd,2125,Dorchester,Small Project,Board Approved,,,,,2023/05/26 00:00:00+00,43000,"BC High is proposing to construct a new 2-story addition containing approximately 42,000 square feet including a new swimming pool with a grandstand area, locker rooms, new cardio, weightlifting, and wrestling areas, and renovated entry areas. There will also be modifications to the existing parking and landscaping (collectively, the ?Proposed Project?). The height of the new addition will range from 32? to approximately 37?. The FAR, including the addition, is 0.2.",https://www.bostonplans.org/projects/development-projects/150-160-morrissey-boulevard,42.3162,-71.046,41000,0,
752900.048919559,2955793.41314565,22956,4509,106 Lincoln,106,Lincoln,Street,2135,Brighton,Small Project,Prefile (Default),,,,,,31070,,,42.3583,-71.1421,,,
768736.394215301,2945187.58068281,22957,451,Dartmouth Hotel,49-59,Warren,Street,2119,Roxbury,Small Project,Construction Complete,,2002/07/09 00:00:00+00,,,,27217,"Rehab of 38,149 SF building; New construction of 17,758 SF building.  Ground floor commercial.  65 units total, 31 studios, 34 1BR, 30 Section 8 units, 12 DMH client units, 6 artist live/work units.  Artist unit lottery held on 10/4/05.",,42.329,-71.0837,55907,,
775182.154617727,2938004.30764781,22958,4510,247 Hancock Street,247,Hancock,Street,2125,Dorchester,Small Project,Board Approved,,,,,2023/04/13 00:00:00+00,49500,"The proposed project consists of the redevelopment of a 16,564 square-foot lot at 247 Hancock Street in Dorchester (the ?Project?). The Project is a multifamily residential development comprised of a six story building that will contain 47 residential units, approximately 1,500 square feet of public open space, 18 accessory off-street parking spaces and 57 bike storage spaces. The Project will utilize numerous alternative transit options including a building-dedicated on-site electric vehicle share and ample bicycle amenities.",https://www.bostonplans.org/projects/development-projects/247-hancock-street,42.3092,-71.06,48000,0,
777126.682880893,2954049.20928498,22959,452,Russia Wharf,530,Congress,Street,2110,Downtown,NPC,Construction Complete,2002/07/01 00:00:00+00,2010/06/22 00:00:00+00,2010/12/10 00:00:00+00,2011/11/29 00:00:00+00,,854000,"Proposed Project includes 860,000 sf of space on the approx. 95,000 sf site, including a new office tower, 86 residential units in the Russia Building, with below-grade parking for approximately 650 cars.",,42.3532,-71.0525,854000,,
776231.57345064,2949452.7355383,22960,4527,147 W Fourth Street,147,West Fourth,Street,2127,South Boston,Large Project,Under Review,,,,,2023/06/06 00:00:00+00,308200,"MBCU, 29 A Street Realty Trust and Lincoln Property Company are proposing the construction of a new 15,000 square-foot MBCU Headquarters, an eight-story, approximately 113,000 square-foot office/laboratory building, and a new, 13-story, approximately 111,000 square-foot residential building.",https://www.bostonplans.org/projects/development-projects/147-w-fourth-street,42.3406,-71.0559,243800,0,
776848.807452381,2950330.58417632,22961,453,Artists for Humanity,100,West Second,Street,2127,South Boston Waterfront,Large Project,Construction Complete,2002/03/19 00:00:00+00,2002/05/30 00:00:00+00,2003/03/13 00:00:00+00,2004/10/05 00:00:00+00,2002/05/30 00:00:00+00,23500,"AFH plans to demolish the existing building and construct a multi-story, 23,500 square foot building to accommodate art-related uses. These uses include an art gallery, performance studio, function hall, photo studio and darkroom, graphic design, printing, manufacture of T-shirts and furniture, and offices (""Proposed Project"").",http://www.bostonplans.org/Projects/Development-Projects/Artists-for-Humanity,42.343,-71.0536,23500,,
764917.410383478,2952239.13449305,22962,4530,645 Beacon Street,645-651,Beacon,Street,2215,Fenway,Large Project,Letter of Intent,,,,,2023/01/24 00:00:00+00,461300,Conversion of existing structure to new lab,https://www.bostonplans.org/projects/development-projects/645-beacon-street,42.3484,-71.0977,461300,433710,
745985.112946302,2926903.06869547,22963,4534,1208C VFW Parkway,1208C,VFW,Parkway,2132,West Roxbury,Large Project,Under Review,,,,,2023/05/30 00:00:00+00,62140,"705 Plantation Street Realty, LLC is proposing to construct a five-story, 62,140 sq. ft. rental building with approximately 55 units and 55 surface parking spaces. The building will also have 55 resident bicycle spaces as well as visitor bicycle spaces.",https://www.bostonplans.org/projects/development-projects/1208c-vfw-parkway,42.2791,-71.1681,61204,0,
767892.460863799,2940773.92678048,22964,4535,Garrison Trotter Phase 4,0,Hollander,Street,2121,Roxbury,Small Project,Board Approved,,,,,2023/06/15 00:00:00+00,32200,The proposed project includes the creation of 16 affordable and 7 market rate units.,https://www.bostonplans.org/projects/development-projects/garrison-trotter-phase-4,42.3169,-71.0869,32200,,
771242.774373144,2946876.31155731,22965,4539,Northampton Square Albany Tower,805,Albany,Street,2118,Roxbury,Large Project,Board Approved,,,,,2014/04/17 00:00:00+00,94671,"Proposal calls for the construction of a new, 211-unit tower at the corner of Albany and Northampton Streets.",http://www.bostonplans.org/Projects/Development-Projects/Northampton-Square-Project,42.3336,-71.0744,277210,0,
776297.223253727,2947230.07003614,22966,4541,49-51 D Street Residential Project,49-51,D,Street,2127,South Boston Waterfront,Large Project,Prefile (Default),,,,,,93152,,,42.3345,-71.0557,93152,,
752337.024783134,2954697.77590123,22967,4542,131 North Beacon Street,131,North Beacon,Street,2135,Brighton,Large Project,Letter of Intent,,,,,2023/04/28 00:00:00+00,79000,"The project proposes to demolish a vacant one-story commercial building and construct a new six-story condominium building to contain approximately 78 units, +/-2,000 sf of ground floor retail space, and approximately 43 garage parking spots dedicated to the residents of the building. The Proposed Project also includes 78 residential bicycle parking spaces, and 16 visitor bicycle parking spaces. The total gross square footage of the project is proposed to be approximately 79,000 sf.",https://www.bostonplans.org/projects/development-projects/131-north-beacon-street,42.3553,-71.1442,79000,,
752661.831548214,2954589.80498856,22968,4543,103 North Beacon Street,103,North Beacon,Street,2134,Allston,Large Project,Under Review,,,,,2023/06/14 00:00:00+00,438700,"The Proponent is proposing to redevelop and revitalize the Site by demolishing the existing building at 103 North Beacon and constructing a mixed-use/ life science development with ground-level retail amenity space, designed to bring new vibrancy and activity to the neighborhood. The proposed development consists of approximately 265,000 GFA of core shell R&D space, including +/- 3,100 sqft of retail space and 2 levels of underground parking. The proposed building will be set back along North Beacon St. and Arthur St., enhancing the public realm and creating a new landscaped gateway corridor to the new Boston Landing station.",https://www.bostonplans.org/projects/development-projects/103-north-beacon-street,42.355,-71.143,265000,0,
773192.374476552,2962301.45065448,22969,4556,Mishawum Assisted Living Facility (old),9,W School St,,2129,Charlestown,Small Project,Construction Complete,,,,,2003/05/01 00:00:00+00,43361,"Formerly a 43,361 square foot, three-story building that created a total of sixty-six (66) residential units with related space designed for seniors The Project included a mix of 49 studio units and 17 one-bedroom units. Currently under renovation: Mishawum/Zelma Lacey.",,42.3759,-71.0669,,,
774226.685400054,2939712.19727664,22970,4557,St. Mary's Center for Women and Children,90,Cushing,Avenue,2125,Dorchester,Large Project,Prefile (Default),,,,,,212200,,,42.3139,-71.0635,,,
768005.776582047,2945293.35409331,22971,4558,10 Malcolm X,10,Malcolm X,Blvd,2119,Roxbury,Large Project,Prefile (Default),,,,,,132000,,,42.3293,-71.0864,,,
763546.663124964,2921475.31970848,22972,4567,735-745 River Street,735-745,River,Street,2136,Hyde Park,Small Project,Board Approved,,,,,2023/07/13 00:00:00+00,50500,"The Proponent is proposing to construct a five (5) story, mixed-use building of approximately 49,900 square feet of gross floor area, including commercial space for the preexisting health clinic , up to 40 rental units and up to 26 parking spaces.",https://www.bostonplans.org/projects/development-projects/735-745-river-street,42.264,-71.1033,49900,0,
777036.995396227,2955688.66926064,22973,457,80 Broad Street,80,Broad,Street,2110,Downtown,NPC,Construction Complete,2001/12/13 00:00:00+00,2002/07/09 00:00:00+00,,,,127464,"Construction of fourteen story, mixed use building with 86 residential (condominium) units and ground floor retail and 118 underground parking spaces.",,42.3577,-71.0528,128521,,
757796.878692806,2917877.97650948,22974,4571,1305 Hyde Park Avenue,1305,Hyde Park,Avenue,2136,Hyde Park,Small Project,Prefile (Default),,,,,,24170,,,42.2542,-71.1246,,,
770011.814892799,2933313.58540198,22975,4573,114-122 Harvard Street and 18-24 Standish Street,114-122,Harvard and Standish,Street,2124,Dorchester,Small Project,Board Approved,,,,,2023/06/15 00:00:00+00,26000,"The project includes two new buildings (114-122 Harvard Street and 18-24 Standish Street) with 22 residential homeownership units, 1 ground-floor commercial unit (1,250sf), and 11 off-street parking spaces. All of the residential units will be sold to households making between 80-100% AMI.",https://www.bostonplans.org/projects/development-projects/114-122-harvard-street-and-18-24-standish-street,42.2964,-71.0792,26000,0,
776295.655999631,2957907.81311631,22976,4582,97 Salem Street Executive Suites,97,Salem,Street,2113,North End,Small Project,Prefile (Default),,,,,,9000,,,42.3638,-71.0555,,,
770882.957835555,2964840.85305598,22977,4588,51 Spice Street,51,Spice,Street,,Charlestown,Large Project,Prefile (Default),,,,,,1108457,,,42.3829,-71.0754,,,
